References,Family,Status,,ID Number,Name,Illustration,Gloss,English equivalent,Norwegian equivalent,CEFR level,Definition in Norwegian,Definition in English,Example 1,Example 2,Example 3,Example 4,Example 5,Morphology,Synt. type of construction,Synt. func. of anchor,Synt. structure of anchor,Part of speech of anchor,SemType1,SemSubType1,SemType2,SemSubType2,SemType3,SemSubType3,SemType4,SemSubType4,Semantic role,Communicative type,Usage label,Anchor words,Common fillers,Comment,Dependency Structure,Dependency Structure of Illustration,Actionality,Actuality,Additive,Addressee,Apprehension,Assessment,Attitude,Calculation,Caritive,Causation,Cause,Comitative,Comparison,Condition,Concession,Consequence,Degree of accuracy,Degree of intensity,Discourse structure,Epistemic modality (Degree of certainty),Exceptive,Exclusive,Inclusive,Instrument,Manner,Measure,Mirative,Non-existence,Non-Standard Subject,Options,Phase of action,Pluractionality,Polarity value,Possession,Prohibition,Purpose,Quantification,Reaction to the previous discourse,Request,Result,Root modality,Routine,Salient property,Source of information,Source of opinion,Spatial expression,Subset,Taxis,Temporal expression,Temporary characteristics,Timeline,Threat,Volition
,,Olaf Mikkelsen,,1194,[NOE/NOEN] bidra til [NOE],Forestillinger om urenhet knyttet til seksualitet og barnefødsler bidro til å legitimere kvinnenes underordning (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1195,[NOE/NOEN] ha en tendens til å VERB-INF,Fremskrittspartiets Ungdom har en tendens til å bli forbundet med en gjeng harrytasser som kun er opptatt av billigere sprit (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1196,[NOE/NOEN] komme fra [STED],Jeg kommer fra Tromsø,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1197,[NOE] se ut til [NOE],"Effektene kan imidlertid se ut til å være noe sterkere for de som har studert i utlandet (NoWaC) / Det så ut til at Obama skulle utklasse McCain totalt, inntil for noen få uker siden (NoWaC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1198,[NOE] være avhengig av [NOE/NOEN],Din mulighet til å skrive en annonsering er avhengig av hvilke rettigheter som er påkrevd (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1199,[NOEN] være avhengig av [NOE/NOEN],Den 12 august ble det sluppet nok ett nytt iPhone-program for deg som er avhengig av nyheter (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1200,[NOE/NOEN] være knyttet til [NOE/NOEN],Forestillinger om urenhet knyttet til seksualitet og barnefødsler bidro til å legitimere kvinnenes underordning (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1201,[NOE] være laget av [NOEN],Bilene lages av roboter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1202,[NOE/NOEN] være nødvendig for [NOE/NOEN],Spennende turistmål mangler fasiliteter som er nødvendig for elektroniske duppeditter (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1203,[NOE/NOEN] være på vei (til [STED]),For tjue år siden var undertegnede og en gjeng kompiser på vei til Bodø fra Fauske (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1204,[NOE] bestå av [NOE],Før vi lagde festmåltidet (som bestod av makaroni og ketshup) måtte oppvasken vekk (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1205,[NOE] bety at LEDDSETNING,Seieren betyr at Vålerenga og Asker begge har 12 poeng i bunnen av tabellen (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1206,[NOE] brukes til [NOE],Stellekrem brukes til såre og røde stumper (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1207,X basert på Y,"Rapporten peker på at en styringsstruktur basert på dugnad, lav rekruttering, gammel infrastruktur og mangel på forankring hos beslutningstakere, er viktige årsaker til svekkelsene (NRK)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1208,[NOE] være ADJEKTIV for [NOEN],Det er greit for meg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1209,[NOEN] delta i [SITUASJON],delta i konkurranse/debatt/prosjekt/undersøkelse på møte/kurs/konferanse/seminar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1210,[NOEN] finne ut av [NOE],Vi skal finne ut av dette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1211,[NOEN] forholde seg til [NOE/NOEN],Forhold deg til realitetene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1212,[NOEN] få til [NOE],Da har treningssenteret fått til å bytte dag for disse aktivitetene (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1213,[NOEN] gi/få beskjed om at LEDDSETNING,Vi ga beskjed om at dette var en praksis vi ikke godtok (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1214,[NOE/NOEN] gjøre [NOE] mulig,Et virvar av kafeer og restauranter skulle gjøre det mulig å få tiden til å gå (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1215,[NOE/NOEN] få tiden til å gå,Jeg prøver å få tiden til å gå ved å lage en liten webside (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1216,mon tro SPØRREORD,En uke i senga. Mon tro hvordan jeg fikk tiden til å gå (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1217,[NOE] strekke til,Mange barnefamilier strever med å få tiden til å strekke til (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1218,[NOEN] gjøre noe med [NOE],Generelt er vi positive til at tas grep for å gjøre noe med den kraftige skattefavoriseringen av å eie bolig kontra å leie (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1219,[NOEN] gå ned i vekt,Jeg prøver å gå ned i vekt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1220,[NOEN] ha mulighet til å VERB-INF,Jeg har ikke mulighet til å gjøre det i dag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1221,[NOEN] ha problemer med å VERB-INF,Truls Svendsen har ingen problemer med å be folk ryke og reise (Aftenposten),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1222,[NOEN] ryke og reise,Det viser bare hvordan DLFere ser ned på fattige. De kan liksom bare ryke og reise for de er jo ikke private kontoransatte (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1223,[NOEN] ha rett til [NOE],Engasjert seer spør om jeg synes palestinerne har rett til å skyte på israelske soldater på Vestbredden (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1224,[NOEN] ha/få/gi/holde oversikt over [NOE],Det kan være vanskelig å få oversikt over dette emnet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1225,[NOEN] komme med [NOE],Hva er det for noe å komme med i en diskusjon? Finn deg en hobby!! (forum.klikk.no),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1226,finn deg en hobby!,Hva er det for noe å komme med i en diskusjon? Finn deg en hobby!! (forum.klikk.no),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1227,[NOEN] se om LEDDSETNING,Kan du se om det er mer is igjen i fryseren?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1228,[NOEN] se på [NOE],"Se på den, da!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1229,[NOEN] ta en titt på [NOE],"Kom og ta en titt på dette, er du snill.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1230,[NOEN] ta kontakt (med [NOEN]),Hvis du ønsker å starte en brukergruppe må du ta kontakt med administratoren (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1231,[NOEN] ta med [NOE/NOEN] (til [NOEN]),Skjønne Jon hadde tatt med varm melk og te til meg (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1232,[NOEN] være fornøyd med [NOE/NOEN],De aller fleste er fornøyd med den læreren ungene deres har (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1233,[NOEN] være glad for [NOE],Filmbransjen skal være glad for at det finnes bestevenner i Hollywood (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1234,[NOEN] være i form,Han er en spillertype vi trenger når han er i form (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1235,[NOEN] være i kontakt med [NOEN],Er veldig obs på at ikke dynen er i kontakt med gulvet (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1236,[NOEN] være i stand til [NOE],"Så hva er egentlig galt med å KUNNE VÆRE I STAND TIL å "" knuse trynet på en mann""? (NoWaC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1237,[NOEN] være interessert i [NOE/NOEN],Ingen kan være interessert i å tillate en slik brutalitet i dag at det skaper grobunn for ny krig i morgen (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1238,[NOEN] være kjent for [NOE],Siden den gang gang har Mitsubishi vært kjent for å ha Norges beste bilgaranti (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1239,[NOE] være kjent for [NOEN],Disse opplysningene er kjent for meg (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1240,[NOEN] være kjent som [NAVN],En spesielt farlig form for phishing er kjent som pharming (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1241,[NOEN] være oppmerksom på [NOE],Det er noen gode og dårlige tegn som du bør være oppmerksom på når du møter en fyr (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1242,[NOEN] være på jakt etter [NOE],"Laster ned litt av musikken du nevnte, er på jakt etter nye impulser :) (NoWaC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1243,[MENGDE] av X,"Noen av dem, mange av jentene, en av guttene, de fleste av husene, en del av dem, flere av barna",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1244,de fleste X,de fleste pattedyr har pels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1245,X flest,pattedyr flest har pels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1246,[NOE] være det faktum at LEDDSETNING,Bakgrunnen for seminaret er det faktum at I dag er en milliard mennesker er uten tilgang til rent vann (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1247,det finnes [NOE],Thomas var en blid og omtenksom gutt som ble likt av alle.	Det fantes ikke noe vondt i den gutten (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1248,når det kommer til X,I samtale med mange unge har jeg oppdaget at det verserer en stor uvitenhet når det kommer til bevegelseshemming (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1249,det gjelder X,"Hei, det gjelder den bilen som står parkert utenfor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1250,angående X,"Angående bilen, så tror jeg det er best å flytte den",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1251,det hele,Det hele var over på fem minutter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1252,det VERB (ADV/ADJ/DET) tvil om at LEDDSETNING,det er/finnes/hersker/levner (liten/ingen/ikke) tvil om at ...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1253,[NOE/NOEN] se ut som [NOE/NOEN],En gang trodde jeg at hvis jeg slutta å sminke meg ville jeg se ut som en mann (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1254,(X) skal bli!,Det skal bli! Skal bli!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1255,det VERB mulighet/er PREPOSISJON X,det være/finnes/gi/bli/gjelde/åpne/øke mulighet(er) for/til det/å gjøre noe/at vi kan gjøre noe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1256,en blanding av X og Y,"Det fungerer fordi det er en blanding av subsidier og styring, marked og private initiativer i en tilnærmet fullkommen balanse (NoWaC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1257,en form for X,I Norge er det anslagsvis 800 000 000 som har en form for funksjonsnedsettelse (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1258,en gang i [TID],en gang i halvåret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1259,en god del X,Nå ble jeg glad 10.000 er jo en god del penger (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1260,etter å ha V-PARTISIPP,Datteren har blitt en av de levende døde etter å ha blitt bitt (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1261,ADVERB/ADJEKTIV for [NOEN],greit for meg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1262,for ADVERB/ADJEKTIV,"for fort, for stor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1263,for [ORDENSTALL] gang,For første og siste gang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1264,frem/fram til [TIDSPUNKT],Det kommer til å vare fram til torsdag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1265,over [TIDSPUNKT],Vi ser på det igjen over sommeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1266,grunnen til X,Grunnen til det er at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1267,[NOEN] ha tid til å V-INF,"Det er disse som har tid til å klø seg der det måte være behov for det, resten av året (NoWaC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1268,[NOEN] ha/få muligheten til [NOE],Så vel Mads Kaggestad som Gabriel Rasch fikk muligheten til å livnære seg som profesjonelle syklister et godt stykke ut i sine respektive karrierer (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1269,så vel X som Y,Så vel Mads Kaggestad som Gabriel Rasch fikk muligheten til å livnære seg som profesjonelle syklister et godt stykke ut i sine respektive karrierer (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1270,hver [TID],"hver onsdag, annenhver uke",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1271,i [ORDENSTALL] omgang,i første omgang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1272,i [STED],"i Norge, i Oslo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1273,i begynnelsen av [TID],i begynnelsen av måneden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1274,i KVANTOR X,i noen/enkelte/de fleste tilfeller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1275,i en alder av [TALL],i en alder av 93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1276,i forkant av SUBSTANTIV,Det skjer i forkant av nye nøkkeltall som er forventet å fortelle om bedret verdensøkonomi (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1277,i form av X,De første symptomene på sykdommen kan derfor være synsforstyrrelser i form av tåkesyn (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1278,i likhet med X,I likhet med Dronning Maud er Lovisenberg tuftet på kristne grunnverdier (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1279,[NOE] være tuftet på [NOE],I likhet med Dronning Maud er Lovisenberg tuftet på kristne grunnverdier (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1280,i løpet av [TID],Har tre websider som skal lages i løpet av sommeren (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1281,[NOEN] ligge ikke på latsiden,så kommer ikke til å ligge på latsiden latsiden akkurat (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
